,title,genres,original_language,production_companies,budget,revenue,runtime (minutes),status,release_year,synopsis,fem,rotten_score,audience_score
2121,Separation,Horror-Drama,en,Yale Productions-RainMaker Films-The Machine Room-Post Film,0,0,107,Released,2021,A young girl finds solace in her artist father and the ghost of her dead mother.,1,,
2129,Paranormal Activity: Next of Kin,Horror-Mystery-Thriller,en,Paramount-Blumhouse Productions-Room 101-ARRI Media-Paramount Players,0,0,98,Released,2021,Margot a documentary filmmaker heads to a secluded Amish community in the hopes of learning about her long-lost mother and extended family. Following a string of strange occurrences and discoveries she comes to realize this community may not be what it seems.,1,,
2132,Intrusion,Thriller,en,EMJAG Productions-Sea Smoke Entertainment-Creator Media Entertainment,0,0,93,Released,2021,When a husband and wife move to a small town a home invasion leaves the wife traumatized and suspicious that those around her might not be who they seem.,1,,
2138,Nightbooks,Fantasy-Family-Horror,en,Ghost House Pictures-MXN Entertainment,0,0,103,Released,2021,Alex a boy obsessed with scary stories is trapped by a witch in her modern magical New York City apartment. His original hair-raising tales are the only thing keeping him safe as he desperately tries to find a way out of this twisted place.,1,87,59
2141,Awake,Drama-Science Fiction-Thriller,en,Entertainment One-Paul Schiff Productions,0,0,96,Released,2021,After a sudden global event wipes out all electronics and takes away humankind’s ability to sleep chaos quickly begins to consume the world. Only Jill an ex-soldier with a troubled past may hold the key to a cure in the form of her own daughter. The question is can Jill safely deliver her daughter and save the world before she herself loses her mind.,1,23,54
2142,There's Someone Inside Your House,Thriller-Horror-Mystery,en,21 Laps Entertainment-Atomic Monster,0,0,96,Released,2021,As the countdown to graduation begins students at Osborne High are being stalked by a maniac intent on exposing their darkest secrets to the entire town terrorizing victims while wearing a life-like mask of their own face. With a mysterious past of her own Makani and her friends must discover the killer's identity before they become victims themselves.,1,,
2143,He's All That,Comedy-Romance,en,Miramax-Ethea Entertainment,0,0,91,Released,2021,To get revenge on her ex-boyfriend an influencer attempts to transform an unpopular classmate into prom king.,1,,
2145,Justice Society: World War II,Animation-War-Science Fiction,en,Warner Bros. Animation-DC Entertainment-Warner Bros. Home Entertainment Group,0,0,84,Released,2021,When the Flash finds himself dropped into the middle of World War II he joins forces with Wonder Woman and her top-secret team known as the Justice Society of America.,1,,
2149,The Last Rite,Horror-Thriller,en,Nocturnal Pictures,0,0,107,Released,2021,Based on True Events: Suffering from sleep paralysis a medical student falls prey to a demonic force that wants to rip her apart from within. Torn between sanity and the unknown she's left with no alternative but to contact a local priest for help.,1,83,
2167,Night Raiders,Science Fiction,en,Alcina Pictures-Eagle Vision-Miss Conception Films-Uno Bravo,0,0,97,Released,2021,The year is 2043. A military occupation controls disenfranchised cities in post-war North America. Children are property of the State. A desperate Cree woman joins an underground band of vigilantes to infiltrate a State children’s academy and get her daughter back. Night Raiders is a female-driven dystopian drama about resilience courage and love.,1,,
2171,'Tis the Season to be Merry,TV Movie-Comedy-Romance,en,Cartel Pictures-Hallmark Media-The Cartel,0,0,84,Released,2021,Looking for a fresh angle to her book on relationships Merry heads to snow-covered Vermont. She finds a new perspective and Christmas cheer with charismatic aid worker Chris.,1,,
2178,Christmas Is Canceled,Comedy,en,MarVista Entertainment-The Line Film Company-Particular Crowd,0,0,95,Released,2021,Emma's father and her high school frenemy start dating so she embarks on a mission to break up the happy couple.,1,,55
2179,Killer Cheer Mom,Drama-Thriller-TV Movie,en,Hybrid-Mayor Entertainment,0,0,87,Released,2021,When several cheerleaders are expelled from school or injured under mysterious circumstances new student Riley begins to suspect her stepmom might be to blame.,1,,
2180,Pups Alone,Comedy-Family,en,Boundless Pictures-Firebrand,0,0,107,Released,2021,After receiving an exciting new job opportunity at a cutting edge Pet Invention company Robert his teenage daughter Jenna and their trusty and special border collie Charlie make the move to the new neighborhood right before Christmas. Upon arriving Robert meets his gorgeous next door neighbor Holly and her sassy and spunky border collie Gidget. Before the sparks can fly they are set upon my Robert’s conniving and obnoxious next door neighbor and project manager Victor his neighborhood bully bulldog “Vinnie P” and the sycophantic sidekick Chihuahua “Jose”.,1,,38
2181,The Christmas Promise,TV Movie-Romance-Drama,en,Front Street Pictures-Hallmark Media,0,0,84,Released,2021,Nicole learns to deal with grief with the help of her grandfather and a carpenter she hires to renovate the home that was once meant for her and her fiancé.,1,,
2186,Spin,TV Movie-Family-Drama-Music,en,Princessa Productions,0,0,93,Released,2021,Rhea lives with her tight-knit multigenerational family. After her mother’s death she has been her father’s emotional rock and her life revolves around her family’s restaurant her eclectic group of friends and her after-school coding club. Everything changes when she falls for aspiring DJ Max and a long lost passion for music is reignited. Rhea discovers that she has a natural gift for creating beats and producing music that blends her Indian heritage but must find the courage to follow her true inner talent.,1,,
2190,South of Heaven,Crime-Thriller-Drama-Romance,en,Media Finance Capital-RLJE Films-Good Wizard-Arts District Entertainment-Swiss Avenue Pictures,0,0,120,Released,2021,Convicted felon Jimmy gets early parole after serving twelve years for armed robbery. Upon his release he vows to give Annie his childhood love now dying from cancer the best last year of her life – unfortunately it’s not that simple.,1,,55
2193,The Enchanted Christmas Cake,TV Movie-Comedy-Romance,en,Chesler/Perlmutter Productions,0,0,84,Released,2021,Gwen recently lose her grandmother and she is struggling to run their bakery and regain the Christmas spirit and figure out her grandmother's magical recipe for the town's legendary Enchanted Christmas Cake.,1,,
2195,Lamya's Poem,Adventure-Animation-Drama-Family-Fantasy,en,WestEnd Films-Lamya's Poem-PIP Animation Services Inc.,0,0,89,Released,2021,An inspiring and timely tale about a 12-year-old Syrian refugee girl named Lamya. When she flees the violence of her country she is given a book of poetry of the famous 13th-century Poet Rumi. As the perils of her journey mount the book becomes a magical gateway where she meets Rumi when he was a boy and also a refugee fleeing the violence of his time. In a shared dreamworld they battle the monsters that follow them from their real world situations and Lamya must help young Rumi find his calling and write the poem that 800 years later will save her life.,1,,
2196,Open by Christmas,TV Movie-Comedy-Romance,en,Lighthouse Pictures,0,0,84,Released,2021,When Nicky finds an unopened Christmas card from a high school secret admirer she and her best friend Simone search to find and thank the anonymous author.,1,,
2198,How It Ends,Comedy-Drama,en,Metro-Goldwyn-Mayer-American International Pictures-Mister Lister Films,0,0,83,Released,2021,In this feel-good apocalyptic comedy Liza embarks on a hilarious journey through LA in hopes of making it to her last party before it all ends running into an eclectic cast of characters along the way.,1,17,17
2199,My Christmas Family Tree,TV Movie-Comedy-Romance,en,Front Street Pictures-Spirit Road Productions,0,0,84,Released,2021,When Vanessa receives the results from her Family Tree DNA test she discovers a family she didn't know existed and travels to their home for Christmas.,1,,
2200,The Wrong Fiancé,TV Movie-Thriller,en,Hybrid,0,0,85,Released,2021,When photographer Abby is sent out of town on a job assignment by her editor Charlotte she thinks it is the perfect opportunity to escape her nightmarish ex-fiancé Richard. However Abby quickly discovers it is impossible to elude him.,1,,
2201,Hell Hath No Fury,Action-War,en,Well Go USA Entertainment-Hall²,0,0,94,Released,2021,Branded a traitor by her countrymen French national Marie DuJardin is rescued by American soldiers on one condition: to survive she must lead them to a cache of gold - before the Nazis return to claim it for themselves.,1,,
2204,V.C. Andrews' All That Glitters,TV Movie-Drama-Thriller,en,Champlain Media,0,0,90,Released,2021,Ruby returns to her childhood home and finds herself lured into a twisted plan to be with Beau.,1,,
2205,A Vineyard Romance,TV Movie-Romance-Comedy-Family,en,Reel One Entertainment,0,0,85,Released,2021,When Seattle magazine writer Samantha Hart is sent home to write an article about the wedding destination of Hawthorne Vineyards she discovers the ex who broke her heart not only runs the vineyard but he’s about to get married there.,1,,
2206,Mothering Sunday,Drama-Romance,en,Film4 Productions-BFI-Lipsync Productions-ZDF/Arte-Number 9 Films,0,0,104,Released,2021,On a warm spring day in 1924 house maid and foundling Jane Fairchild finds herself alone on Mother's Day. Her employers Mr. and Mrs. Niven are out and she has the rare chance to spend quality time with her secret lover. Paul is the boy from the manor house nearby Jane's long-term love despite the fact that he's engaged to be married to another woman a childhood friend and daughter of his parents' friends. But events that neither can foresee will change the course of Jane's life forever.,1,78,64
2208,Envy: A Seven Deadly Sins Story,Drama,en,Lifetime,0,0,87,Released,2021,Gabrielle seems to have it all - a devoted husband a beautiful daughter and a successful career in public relations. However she soon stands to lose everything when she meets Keisha her devious half sister who wants everything Gabrielle has.,1,,
2209,For the Sake of Vicious,Action-Horror-Mystery,en,Raven Banner Entertainment-Latefox Pictures-Federgreen Entertainment,0,0,80,Released,2021,An overworked nurse returns home to find a maniac hiding out with a bruised and beaten hostage. When an unexpected wave of violent intruders descend upon her home it becomes a fight for survival.,1,78,58
2211,Take Back,Action-Thriller-Crime,en,Ton of Hats,0,0,90,Released,2021,Zara and Brian are living the perfect small town life when a mysterious stranger from Zara's secret past kidnaps their daughter and now they must race to save her life.,1,20,14
2215,"Baby, It's Cold Inside",Comedy-Romance-TV Movie,en,Johnson Production Group,0,0,84,Released,2021,When a travel agent up for a promotion is directed to forgo her tropical vacation to instead visit the world-famous Ice Hotel she discovers her sacrifices are more than compensated.,1,,
2220,The Last Thing Mary Saw,Horror-Drama-Thriller,en,Intrinsic Value Films-Arachnid Films,0,0,88,Released,2021,Winter 1843. A young woman is under investigation following the mysterious death of her family's matriarch. Her recollection of the events sheds new light on the ageless forces behind the tragedy.,1,71,54
2221,After Love,Drama,en,BBC Film-The Bureau-British Film Institute (BFI),0,0,89,Released,2021,Set in the port town of Dover in the South-East of England Mary Hussain suddenly finds herself a widow following the unexpected death of her husband. A day after the burial she discovers he has a secret just twenty-one miles across the English Channel in Calais.,1,90,75
2223,Christmas Time Is Here,TV Movie-Comedy-Romance,en,Motion Picture Corporation of America-Johnson Production Group-Brad Krevoy Television-All Canadian Entertainment,0,0,84,Released,2021,Nia Moore ia a successful small-town real estate agent trying to sell a resort to her client Julian. Much to Nia's dismay the only resort that Julian wants to buy belongs to her widower father Patrick. Patrick is ready to retire but Nia wants to keep the property and the family memories it holds.,1,,
2224,A Dickens of a Holiday!,TV Movie-Comedy-Romance,en,Timeless Pictures,0,0,84,Released,2021,To make the 100th anniversary of her hometown's Victorian festival a success Cassie invites action movie star and former high school classmate Jake to play Scrooge in A Christmas Carol.,1,,
2228,Aurora Teagarden Mysteries: Til Death Do Us Part,TV Movie-Mystery-Crime,en,Muse Entertainment-Head First Productions-iCandy Production,0,0,84,Released,2021,Just days before Aurora’s wedding a body is discovered and she fears her father may be a suspect. She and Nick race to solve the cold case before they walk down the aisle.,1,,
2230,The Nowhere Inn,Comedy-Drama-Music,en,Ways & Means-Topic Studios-Crazy Galore,0,0,92,Released,2021,When St. Vincent sets out to make a documentary about her music the goal is to both reveal and revel in the unadorned truth behind her on-stage persona. But when she hires a close friend to direct notions of reality identity and authenticity grow increasingly distorted and bizarre.,1,67,74
2232,Diana: The Musical,History-Music-Romance-Drama,en,The Kennedy/Marshall Company,0,0,117,Released,2021,A princess is thrust onto the world stage. The tabloid media is captivated by her beauty and vulnerability. The globe's most celebrated monarchy is disrupted. This is the story of the most princess woman of the modern age as she struggles to endure a spotlight brighter than any the world had ever known.,1,,
2235,Five More Minutes,TV Movie-Comedy-Romance,en,Front Street Pictures-Candy Road Productions,0,0,84,Released,2021,A woman's Christmas wish is answered in unexpected ways when her late grandfather's journal turns up and reveals an untold romance.,1,,
2237,A Romance Wedding,Romance-TV Movie,en,Reel One Entertainment-CMW Spring Productions,0,0,85,Released,2021,Zoe Davis is a successful and highly driven wedding planner in the big city. When her father asks her for help at the family café shop she happily drives back to her cozy hometown of Romance Oregon. Little does she know her mom has already hired Will to help an aspiring chef and coincidentally…Zoe’s childhood sweetheart! Tensions rise between Zoe and Will but so does the chemistry. Will they settle their differences and find lost love along the way?,1,,
2238,Mummy Dearest,Horror-Mystery-Thriller,en,Cranial Sacral Productions,0,0,94,Released,2021,A mother recently confined to a wheelchair moves into her daughter’s home but suggestions that the house is haunted and strange behavior by her daughter’s boyfriend send her on a journey into madness.,1,,
2244,A Cape Cod Christmas,Romance-TV Movie,en,Moody Independent-H9 Films-Off Camera Entertainment,0,0,90,Released,2021,When a children's author hosts one last Christmas dinner with her disagreeable siblings before they sell the family house she reunites with her childhood sweetheart who helps her find a way to keep the home she loves so dearly.,1,,
2248,The Toll,Comedy-Thriller-Crime,en,BFI-Samuel Goldwyn Films-Ffilm Cymru Wales-Great Point Media-Fields Park,0,0,83,Released,2021,Brendan works solo shifts in the quietest toll booth in Wales hiding from a criminal past where nobody would ever look. When he finally gets rumbled word of his whereabouts gets out and his enemies head west for revenge. Meanwhile local traffic cop Catrin’s investigation into a simple robbery finds her heading for the booth at exactly the wrong time.,1,58,56
2249,Psycho Storm Chaser,Thriller-Horror,en,Exit 19 Productions,0,0,89,Released,2021,When a massive hurricane threatens the Brody Peninsula Abby Fields a full-time nurse to a housebound coma patient is forced to stay behind to care for her. This puts her directly in the hurricane's path but even worse - it puts her directly in the path of Dr. Carl Highstrom a storm chasing serial killer who uses storms to cover up his heinous crimes.,1,,
2251,The J Team,Music-Family-TV Movie,en,Nickelodeon Movies-Awesomeness Films,0,0,84,Released,2021,The story follows a young girl named JoJo whose life is turned upside down when her beloved dance coach decides to retire and is replaced by a sparkle-hating instructor named Poppy. Wanting to stay in the running for an upcoming dance competition JoJo and her best friends The Rubies must try their hardest to abide by Poppy’s new harsh rules. Realizing she cannot hide her sparkle or bow anymore JoJo is kicked out of her dance troupe and must rediscover what dancing means to her.,1,,64
2254,Roadhouse Romance,TV Movie-Comedy-Romance,en,Front Street Pictures-Stephanie Germain Productions-House Road Productions,0,0,84,Released,2021,When Callie returns home she finds her hometown has changed - her first love has a new girl and her family's BBQ restaurant has hit hard times. She clashes with a marooned bigshot director who might hold the key to saving the restaurant.,1,,
2258,Poser,Drama-Music,en,Loose Films,0,0,87,Released,2021,Lennon exists timidly on the sidelines of the thriving Columbus indie music scene yearning for a personal connection that might shepherd her into the cutting-edge art scene. Enter Bobbi Kitten an enigmatic striking and talented half of a popular indie pop duo who takes Lennon under her confident wing—unwittingly entangling herself in a dark obsession.,1,83,72
2259,It Was Always You,Romance-TV Movie,en,Hallmark Media-Just To Be Clear Productions,0,0,84,Released,2021,Elizabeth's engagement plans are thrown into disarray when her fiancée's free-spirited brother David returns home. David's unexpected influence prompts Elizabeth to question her life decisions.,1,,
2262,The Blazing World,Horror-Fantasy-Adventure,en,Wavelength Productions-Vertical Entertainment-Greenbelt Films-Tealhouse Entertainment-American Stream Wave,0,0,101,Released,2021,Ever since Margaret was six years old she has been haunted by the memory of watching her sister drown during an explosive fight between her parents. As a young woman she slides further into her twisted inner life ultimately finding herself on the brink of suicide. Through an epic journey down the smokiest and scariest corridors of her imagination she tries to exorcise the demons pushing her closer and closer to the edge.,1,,
2263,You're Not Safe Here,Thriller-TV Movie,en,Stargazer Films,0,0,90,Released,2021,After fleeing her abusive boyfriend Ava a pregnant woman is rescued from a car accident by a friendly married couple. While recovering at their home she begins to fear the couple may have a sinister plan for her and her unborn baby,1,,
2264,Soccer Mom Madam,Drama-TV Movie,en,Front Street Pictures,0,0,88,Released,2021,"After a bitter breakup leaves her and her young children without any support Anna goes to work for her cousin at a massage parlour known for ""happy endings."" As soon as she learns the ropes Anna branches out on her own.",1,,
2265,WWE WrestleMania 37: Night 1,Action-Drama,en,World Wrestling Entertainment (WWE),0,0,218,Released,2021,The 37th annual Showcase of the Immortals is back in business at Raymond James Stadium in Tampa Florida as night one will feature Sasha Banks defending her SmackDown Women's Championship against Bianca Belair Damian Priest & Latin recording artist Bad Bunny take on The Miz & John Morrison AJ Styles & Omos face off against The New Day for the Raw Tag Team Championships and WWE Champion Bobby Lashley defends his title against Drew McIntyre.,1,,
2267,Her Pen Pal,Romance-Comedy-TV Movie,en,UFO International Productions,0,0,84,Released,2021,Event planner Victoria can’t wait to attend –- and plan –- her best friend’s wedding in Paris. But when she finds out her ex is bringing a date Victoria reconnects with her French childhood pen pal.,1,,
2273,Swan Song,Comedy-Drama,en,Magnolia Pictures-Luna Pictures,0,0,105,Released,2021,An aging hairdresser escapes his nursing home to embark on an odyssey across his small town to style a dead woman's hair for her funeral rediscovering his sparkle along the way.,1,,
2276,Queen Bees,Romance-Comedy,en,Big Indie Pictures-Gravitas Ventures-Astute Films,0,0,101,Released,2021,Helen is an independent widow who moves into the Pine Grove Senior Community and discovers it’s just like high school – full of cliques and flirtatious suitors. What she initially avoids leads her to exactly what she has been missing: new friendships and a chance at love again with newcomer Dan.,1,55,89
2279,Christmas with a Prince The Royal Baby,TV Movie-Romance,en,Brain Power Studio,0,0,87,Released,2021,Things get complicated for the expecting Prince Alexander and Dr. Tasha when a Royal State Visit is planned abroad passing through her hometown. The couple must struggle with defying tradition and delivering literally on expectations.,1,,
2282,Spider in the Attic,Horror,en,ITN Distribution-Jagged Edge Productions,0,0,82,Released,2021,A deadly nest of spiders lurk in the attic - And the nest is about to be awoken by a news reporter and her colleagues,1,,
2284,The Accursed,Horror,en,Compound B-RMR Productions-Almost Normal Productions-Blue Jean Baby Productions,0,0,84,Released,2021,Hana spends twenty years suppressing a maleficent curse that was placed upon her bloodline only to have a family member knowingly release it forcing her to kill or to be killed.,1,,
2287,Taking the Reins,TV Movie-Comedy-Romance,en,Synthetic Cinema International-Sliding Into Home,0,0,84,Released,2021,A writer goes back to the family ranch to write an article about her passion for horses and discovers what ended her marriage and why she stopped riding horses.,1,,
2292,Poisoned in Paradise: A Martha's Vineyard Mystery,TV Movie-Mystery,en,Muse Entertainment,0,0,84,Released,2021,When a waitress seeking Jeff’s help is poisoned he must uncover the mysterious plot she’d tried to warn him about to solve her murder.,1,,
2294,A Lot Like Christmas,TV Movie-Comedy-Romance,en,Motion Picture Corporation of America-Brad Krevoy Television-All Canadian Entertainment,0,0,84,Released,2021,"Jessica Roberts owns the most popular Christmas Tree lot in the picturesque New England town of Hudson Springs. But when big-city marketing executive Clay Moore moves a ""Big Box"" store into the area and starts selling trees Jasmine finds her business in jeopardy. As their professional competition escalates Jasmine and Clay run into another complication - they start falling for each other.",1,,
2296,Ride or Die,Crime-Drama-Romance,en,Shogakukan-Kodansha,0,0,81,Released,2021,"Ashley a fierce friend to Mandy takes the phrase ""hurt my friend and I'll kill you"" to the extreme. As the bodies stack up her mistakes haunt her as Mandy tries to dig up old wounds.",1,69,62
2297,Aurora Teagarden Mysteries: How to Con A Con,Mystery-Crime-TV Movie,en,Muse Entertainment-Head First Productions-iCandy Production,0,0,84,Released,2021,When Aida Teagarden's real estate client is found murdered her sleuthing daughter Aurora sets out with her fiancé Nick and the Real Murders Club to solve the murder.,1,,
2300,Falling for Figaro,Romance-Comedy-Music,en,Black Camel Pictures-Such Much Films-Southern Light Films-5 Name Films-Particular Crowd,0,0,104,Released,2021,Millie is a brilliant young fund manager who decides to leave her unfulfilling job and long-term boyfriend behind to chase her lifelong dream of becoming an opera singer…in the Scottish Highlands! She begins intense vocal training lessons with renowned but fearsome singing teacher and former opera diva Meghan Geoffrey-Bishop. It is there she meets Max another of Meghan’s students who is also training for the upcoming “Singer of Renown” contest. What begins as a brutal competition between Millie and Max slowly turns into something more…,1,73,71
2304,Skater Girl,Drama-Family,en,Mac Productions-Skatepark Films,0,0,107,Released,2021,Prerna a teenager growing up in rural India comes of age when she’s introduced to the sport of skateboarding. As a result she has to fight the odds to follow her dreams and compete in the national championship.,1,89,83
2307,Medusa: Queen of the Serpents,Horror,en,Jagged Edge Productions,0,0,90,Released,2021,After being bitten by a lethal snake a young woman experiences changes in her senses and appearance as she sheds her old self and slowly turns into a deadly weapon.,1,,
2311,Angel Falls Christmas,TV Movie-Comedy-Romance,en,Motion Picture Corporation of America-Hideaway Pictures-Brad Krevoy Television-All Canadian Entertainment-HP Time Production,0,0,85,Released,2021,Ally Morgan is a workaholic ER doctor struggling for work-life balance with boyfriend Josh. On the night they breakup. Ally is miserable alone before a chance encounter with handsome barista Gabe leads her to fulfill a Christmas bucket list of fun activities she never would have done on her own. Ally's best friend and fellow ER doctor Dawn has never seen Ally so engaged outside of work and is rooting for a Gabe-Ally relationship. Now the saintly Maureen must redirect Gabe's heartfelt intentions if Josh and Ally have any chance at reconciliation this Christmas.,1,,0
2315,The Survivalist,Science Fiction-Action-Thriller,en,Yale Productions,0,0,91,Released,2021,A year and a half after the fall of civilization from a virus outbreak a former FBI agent is forced to protect a young woman who is immune to the disease from a dangerous gang hunting her led by a psychopath who believes he’s going to use her to save the world.,1,,25
2320,This Little Love of Mine,Romance-Comedy,en,The Steve Jaggi Company-Nicely Entertainment,0,0,91,Released,2021,Laura Price is a successful San Francisco lawyer on the cusp of promotion – a far cry from her childhood growing up on a tropical island with best friends Chip and Gem. When the firm’s biggest client – Chip’s grandfather – asks Laura to travel to the island and deliver a contract to make Chip his heir she leaves behind her practice and fiancé Owen to convince her childhood friend to sign a contract that will make him a billionaire.,1,,44
2321,Death Saved My Life,Thriller-TV Movie,en,Lifetime-Jarrett Creative Group,0,0,87,Released,2021,On the surface it seems Jade has it all including a successful marketing career a husband admired and respected in the community and a young daughter they both dote on. However behind closed doors her life is far from perfect.,1,,
2329,Passing,Drama,en,Film4 Productions-Significant Productions-Gamechanger Films-Sweet Tomato Films-Picture Films-XRM Media-AUM Creative-TGCK Partners-Hungry Bull Productions-Flat Five Productions,0,0,98,Released,2021,In 1920s New York City a Black woman finds her world upended when her life becomes intertwined with a former childhood friend who's passing as white.,1,,
2333,Settlers,Science Fiction-Thriller,en,Brittle Star Pictures-Jericho Motion Pictures-Intake Films,0,0,104,Released,2021,Remmy and her parents refugees from Earth have found peace on the Martian outskirts until strangers appear in the hills beyond their farm. Told as a triptych the film follows Remmy as she struggles to survive in an uneasy landscape.,1,,
2341,Help,Drama,en,Channel 4 Television-The Forge Entertainment-All3Media International-One Shoe Films,0,0,98,Released,2021,Sarah seems to have found her calling working in a Liverpool care home where she has a special talent for connecting with the residents. Then in March 2020 the Coronavirus pandemic hits.,1,,40
2347,Deadly Illusions,Thriller-Drama,en,Kiss and Tale Productions,0,0,114,Released,2021,A bestselling female novelist suffering from writer's block hires an innocent young woman to watch over her twin children. As the novelist dangerously indulges in her new best seller the line between the life she's writing and the one she's living becomes blurred.,1,21,12
2351,Christmas at the Ranch,Romance-Comedy,en,Tello Films-Baker Production,0,0,94,Released,2021,When Haley Hollis returns to her family ranch to try and save it from closure she wasn't banking on spending so much time with ranch hand Kate - or falling for her.,1,100,62
2359,Martyrs Lane,Horror,en,Ipso Facto Productions-BFI-Lipsync Productions-Sharp House,0,0,97,Released,2021,Leah 10 has terrible nightmares. Her mother seems distant somehow lost in her thoughts.  A small nightly visitor brings Leah comfort but soon Leah will realize that her little visitor offers knowledge that might be very very dangerous.,1,92,40
2365,Breaking News in Yuba County,Comedy-Drama-Crime,en,Ingenious Media-Nine Stories Productions-AGC Studios-Wyolah Films-The Black List,0,0,96,Released,2021,An overlooked pencil-pusher catches her husband in bed with another woman the shock of which causes him to die of a heart attack. So she buries his body and takes advantage of the growing celebrity status that comes from having a missing husband. But she quickly finds herself in over her head dodging cops and criminals all while trying to keep the truth from her sister a local news anchor who’s desperate for a story.,1,11,46
2366,French Exit,Drama-Comedy,en,Sony Pictures Classics-Blinder Films-Screen Siren Pictures-RocketScience-Elevation Pictures,0,0,113,Released,2021,“My plan was to die before the money ran out” says 60-year-old penniless Manhattan socialite Frances Price but things didn’t go as planned. Her husband Franklin has been dead for 12 years and with his vast inheritance gone she cashes in the last of her possessions and resolves to live out her twilight days anonymously in a borrowed apartment in Paris accompanied by her directionless son Malcolm and a cat named Small Frank—who may or may not embody the spirit of Frances’s dead husband.,1,,
2369,Every Last One of Them,Action,en,101 Films-Saban Films-Paramount,0,0,82,Released,2021,Desperate to find his missing daughter a man tracks her last known whereabouts to a small desert town only to discover that the head of a deeply funded security firm and his vicious younger sister are protecting a family secret that could potentially derail a billion dollar water deal between his boss and the US government.,1,,18
2373,Single All the Way,Romance-Comedy-Drama,en,Muse Entertainment,0,0,99,Released,2021,Desperate to avoid his family’s judgment about his perpetual single status Peter convinces his best friend Nick to join him for the holidays and pretend that they’re now in a relationship. But when Peter’s mother sets him up on a blind date with her handsome trainer James the plan goes awry.,1,68,67
2378,Aileen Wuornos: American Boogeywoman,Horror,en,Voltage Pictures-Redwire Pictures-1428 Films,0,0,86,Released,2021,Based on Aileen Wuornos’s early life this Is the true story of  America’s most notorious female serial killer who went on a killing spree in Florida in 1989 and 1990. What few people know is that back in 1976 a young and beautiful Aileen Wuornos arrived in Florida searching for a new life that would help her escape her tragic past married a wealthy Yacht Club President and had the chance to start again as part of Florida’s high society….or did she?,1,,
2380,V.C. Andrews' Pearl in the Mist,TV Movie-Drama,en,Champlain Media,0,0,90,Released,2021,Ruby is hopeful for a new start with her twin sister as they continue their education at an all-girl's boarding school. However she soon endures torturous punishments and public humiliation as her cruel headmistress and stepmother plot against her.,1,,
2381,The Manor,Horror,en,Amazon Studios-Blumhouse Television,0,0,81,Released,2021,After suffering a stroke Judith moves into a historic nursing home where she begins to suspect something supernatural is preying on the residents. With no one willing to believe her Judith must either escape the confines of the manor or fall victim to the evil that dwells within it.,1,89,57
2383,Ride the Eagle,Comedy-Drama,en,Decal-Kookaburra Films-Fire Pit Inc.,0,0,89,Released,2021,When Leif’s estranged mother Honey dies she leaves him a ‘conditional inheritance’. He has to complete her elaborate to-do list before he gets her cabin in Yosemite. Leif steps into Honey’s wild world as the mother he never really knew tries to make amends from beyond the grave.,1,82,66
2384,Bull,Thriller,en,Ingenious Media-Tea Shop & Film Company-Signature Entertainment-Particular Crowd-Signature Films-Giant Productions,0,0,87,Released,2021,Ten years after he was last seen a vicious mob enforcer returns home to find his son and methodically track down the gang that double-crossed him. His quest for revenge soon leads to a savage showdown between his wife and her mob boss father.,1,,
2387,Lantern's Lane,Horror,en,Vertical Entertainment-Tidal Wave Entertainment,0,0,95,Released,2021,A recent college graduate and her estranged high school friends return to Lantern's Lane the location of an evil urban legend and must fight to survive the night.,1,,
2392,Apache Junction,Western-Action,en,Origo Film Group-Hillin Entertainment-Saban Films-Film Bridge International,0,0,94,Released,2021,Apache Junction is an outpost of lawlessness a haven for thieves and cold-blooded killers. After big-city reporter Annabelle Angel arrives to write an article on the town she becomes a target when notorious gunslinger Jericho Ford comes to her aid. Now Annabelle must entrust her future to a man with a deadly past as Jericho heads toward a tense showdown.,1,,18
2396,Merry Liddle Christmas Baby,TV Movie-Drama-Romance,en,Front Street Pictures-Kronicle Media,0,0,88,Released,2021,This holiday the Liddles have much to be merry about! Jacquie Liddle and her husband Tyler are preparing for the arrival of their first baby. With their family expanding in ways they could never have expected the Liddles are headed for a crazy Christmas filled with merry mayhem and lots of love and laughter.,1,,
2400,Bad Hair,Horror-Comedy,en,Sight Unseen Pictures-Culture Machine,0,0,102,Released,2021,In 1989 an ambitious young woman gets a weave in order to succeed in the image-obsessed world of music television. However her flourishing career may come at a great cost when she realizes that her new hair may have a mind of its own.,1,95,69
2407,The Kindred,Horror-Thriller-Mystery,en,Parkhouse Pictures-Jump Start Productions-Uniforms & Weapons Emporium-AMP International,0,0,94,Released,2021,After her father’s suicide a young mother investigates what led to his death. But when she is haunted by spirits and unearths an unsolved mystery from 30 years ago she discovers a dark family history that could prove deadly for her child.,1,69,18
2412,Needle in a Timestack,Drama-Romance-Science Fiction,en,Lionsgate-Bron Studios-Pacific Northwest Pictures-Creative Wealth Media Finance-Photon Films-Ember20,0,0,111,Released,2021,Nick and Janine live in bliss until her ex warps time to try to tear them apart by using Nick's old girlfriend. As Nick's memories and reality disappear he must decide what he's willing to sacrifice to save -- or let go of -- everything he loves.,1,37,54
